user_id,cohort,ability_group,personality,ability,courses_completed,gpa_4,retake_credits,improvement_credits,academic_classification
1486353,14,KHA,CHAM,7.608,55,3.908,0,0,XUAT_SAC
1494272,14,KHA,LUOI,7.343,55,2.395,0,0,TRUNG_BINH
1402191,14,TRUNG_BINH,BINH_THUONG,4.814,21,1.873,72,0,YEU
1410110,14,KHA,BINH_THUONG,7.454,55,2.918,0,0,KHA
1418029,14,GIOI,BINH_THUONG,8.194,55,3.354,0,0,GIOI
1425948,14,KHA,BINH_THUONG,7.131,55,2.69,0,0,TRUNG_BINH_KHA
1433867,14,KHA,BINH_THUONG,6.955,55,2.422,0,0,TRUNG_BINH_KHA
1441786,14,KHA,CHAM,7.022,55,3.51,0,0,GIOI
1449705,14,KHA,CHAM,7.471,55,3.901,0,0,XUAT_SAC
1457624,14,GIOI,BINH_THUONG,8.033,55,3.293,0,0,GIOI
1465543,14,GIOI,BINH_THUONG,8.252,55,3.469,0,0,GIOI
1473462,14,KHA,LUOI,7.723,54,2.628,0,0,TRUNG_BINH_KHA
1481381,14,KHA,BINH_THUONG,6.881,54,2.587,0,0,TRUNG_BINH_KHA
1489300,14,KHA,LUOI,7.289,52,2.389,5,0,TRUNG_BINH
1497219,14,KHA,BINH_THUONG,7.627,55,3.02,0,0,KHA
1405138,14,KHA,CHAM,6.859,55,3.558,0,0,GIOI
1413057,14,KHA,CHAM,7.838,55,3.98,0,0,XUAT_SAC
1420976,14,KHA,LUOI,6.8,55,2.18,4,0,TRUNG_BINH
1428895,14,GIOI,LUOI,8.769,55,3.391,0,0,GIOI
1436814,14,TRUNG_BINH,BINH_THUONG,5.41,44,1.725,59,0,YEU
1444733,14,GIOI,BINH_THUONG,8.004,55,3.303,0,0,GIOI
1452652,14,KHA,BINH_THUONG,7.214,54,2.74,0,0,TRUNG_BINH_KHA
1460571,14,KHA,LUOI,6.8,55,2.126,15,0,TRUNG_BINH
1468490,14,GIOI,BINH_THUONG,8.257,55,3.418,0,0,GIOI
1476409,14,KHA,LUOI,7.149,55,2.327,0,0,TRUNG_BINH
1484328,14,KHA,BINH_THUONG,7.482,55,2.949,0,0,KHA
1492247,14,GIOI,CHAM,8.004,55,3.983,0,0,XUAT_SAC
1400166,14,KHA,LUOI,7.376,55,2.534,4,0,TRUNG_BINH_KHA
1408085,14,KHA,BINH_THUONG,7.318,55,2.765,0,0,TRUNG_BINH_KHA
1416004,14,KHA,CHAM,7.037,55,3.592,0,0,GIOI
1423923,14,KHA,LUOI,7.217,55,2.357,4,0,TRUNG_BINH
1431842,14,KHA,HOAN_CANH_KHO_KHAN,6.86,54,2.136,8,0,TRUNG_BINH
1439761,14,KHA,BINH_THUONG,7.168,55,2.677,0,0,TRUNG_BINH_KHA
1447680,14,TRUNG_BINH,BINH_THUONG,5.296,28,1.842,74,0,YEU
1455599,14,KHA,CHAM,7.193,55,3.633,0,0,XUAT_SAC
1463518,14,KHA,CHAM,7.352,55,3.776,0,0,XUAT_SAC
1471437,14,KHA,BINH_THUONG,7.164,55,2.595,0,0,TRUNG_BINH_KHA
1479356,14,KHA,CHAM,6.997,55,3.551,0,0,GIOI
1487275,14,DROPOUT,BINH_THUONG,3.0,0,0.0,80,0,YEU
1495194,14,XUAT_SAC,HOAN_CANH_KHO_KHAN,9.119,55,3.534,0,0,GIOI
1403113,14,KHA,HOAN_CANH_KHO_KHAN,7.449,55,2.616,4,0,TRUNG_BINH_KHA
1411032,14,KHA,BINH_THUONG,7.165,55,2.646,0,0,TRUNG_BINH_KHA
1418951,14,DROPOUT,HOAN_CANH_KHO_KHAN,3.0,0,0.0,89,0,YEU
1426870,14,KHA,BINH_THUONG,7.278,55,2.704,0,0,TRUNG_BINH_KHA
1434789,14,KHA,BINH_THUONG,6.8,54,2.483,0,0,TRUNG_BINH_KHA
1442708,14,TRUNG_BINH,BINH_THUONG,5.699,47,1.891,42,0,YEU
1450627,14,KHA,BINH_THUONG,7.356,55,2.932,0,0,KHA
1458546,14,KHA,BINH_THUONG,6.992,55,2.612,0,0,TRUNG_BINH_KHA
1466465,14,KHA,LUOI,7.01,55,2.248,10,0,TRUNG_BINH
1474384,14,KHA,BINH_THUONG,7.754,55,3.156,0,0,KHA
1482303,14,KHA,BINH_THUONG,7.441,55,2.908,0,0,KHA
1490222,14,KHA,BINH_THUONG,7.748,55,3.17,0,0,KHA
1498141,14,GIOI,CHAM,8.401,55,4.0,0,0,XUAT_SAC
1406060,14,GIOI,CHAM,8.27,55,4.0,0,0,XUAT_SAC
1413979,14,GIOI,BINH_THUONG,8.244,54,3.406,0,0,GIOI
1421898,14,TRUNG_BINH,BINH_THUONG,7.208,51,2.846,20,0,KHA
1429817,14,GIOI,CHAM,8.244,55,3.986,0,0,XUAT_SAC
1437736,14,TRUNG_BINH,BINH_THUONG,5.218,32,1.771,77,0,YEU
1445655,14,GIOI,LUOI,7.975,55,2.782,0,0,TRUNG_BINH_KHA
1453574,14,KHA,CHAM,7.361,54,3.83,0,0,XUAT_SAC
1461493,14,KHA,BINH_THUONG,7.692,55,3.044,0,0,KHA
1469412,14,KHA,BINH_THUONG,6.855,55,2.49,0,0,TRUNG_BINH_KHA
1477331,14,TRUNG_BINH,BINH_THUONG,4.874,22,1.66,78,0,YEU
1485250,14,KHA,BINH_THUONG,7.883,55,3.194,0,0,KHA
1493169,14,KHA,BINH_THUONG,7.497,54,2.972,0,0,KHA
1401088,14,GIOI,BINH_THUONG,8.148,55,3.452,0,0,GIOI
1409007,14,GIOI,HOAN_CANH_KHO_KHAN,8.412,55,3.122,0,0,KHA
1416926,14,KHA,CHAM,7.473,55,3.888,0,0,XUAT_SAC
1424845,14,KHA,BINH_THUONG,7.655,55,2.99,0,0,KHA
1432764,14,KHA,CHAM,7.44,55,3.752,0,0,XUAT_SAC
1440683,14,KHA,BINH_THUONG,7.179,54,2.743,0,0,TRUNG_BINH_KHA
1448602,14,TRUNG_BINH,BINH_THUONG,5.591,38,1.768,30,0,YEU
1456521,14,KHA,BINH_THUONG,7.6,55,2.922,0,0,KHA
1464440,14,KHA,BINH_THUONG,6.8,55,2.554,0,0,TRUNG_BINH_KHA
1472359,14,GIOI,LUOI,7.849,55,2.694,0,0,TRUNG_BINH_KHA
1480278,14,KHA,BINH_THUONG,7.404,55,2.789,0,0,TRUNG_BINH_KHA
1488197,14,KHA,BINH_THUONG,7.436,55,2.844,0,0,KHA
1496116,14,GIOI,BINH_THUONG,8.478,55,3.497,0,0,GIOI
1404035,14,KHA,CHAM,7.088,55,3.643,0,0,XUAT_SAC
1411954,14,KHA,BINH_THUONG,7.609,55,2.969,0,0,KHA
1419873,14,DROPOUT,HOAN_CANH_KHO_KHAN,3.0,0,0.0,83,0,YEU
1427792,14,KHA,LUOI,7.33,55,2.381,2,0,TRUNG_BINH
1435711,14,DROPOUT,BINH_THUONG,4.071,3,1.5,90,0,YEU
1443630,14,KHA,BINH_THUONG,7.806,55,3.105,0,0,KHA
1451549,14,GIOI,HOAN_CANH_KHO_KHAN,8.014,55,2.929,0,0,KHA
1459468,14,GIOI,BINH_THUONG,8.098,55,3.255,0,0,GIOI
1467387,14,GIOI,HOAN_CANH_KHO_KHAN,8.091,55,3.119,0,0,KHA
1475306,14,GIOI,BINH_THUONG,7.878,55,3.15,0,0,KHA
1483225,14,DROPOUT,BINH_THUONG,3.524,0,0.0,83,0,YEU
1491144,14,GIOI,CHAM,7.811,55,3.963,0,0,XUAT_SAC
1499063,14,KHA,CHAM,7.605,55,3.895,0,0,XUAT_SAC
1406982,14,KHA,CHAM,7.285,55,3.684,0,0,XUAT_SAC
1414901,14,KHA,LUOI,7.109,55,2.381,0,0,TRUNG_BINH
1422820,14,TRUNG_BINH,CHAM,5.464,54,2.601,24,0,TRUNG_BINH_KHA
1430739,14,KHA,LUOI,7.932,55,2.782,0,0,TRUNG_BINH_KHA
1438658,14,KHA,BINH_THUONG,7.759,55,3.054,0,0,KHA
1446577,14,TRUNG_BINH,BINH_THUONG,4.677,11,1.544,80,0,YEU
1454496,14,KHA,BINH_THUONG,6.848,55,2.439,4,0,TRUNG_BINH_KHA
1462415,14,KHA,LUOI,7.241,55,2.405,2,0,TRUNG_BINH_KHA
1470334,14,KHA,CHAM,6.931,55,3.568,0,0,GIOI
1478253,14,GIOI,BINH_THUONG,8.094,54,3.358,0,0,GIOI
1486172,14,KHA,BINH_THUONG,7.824,55,3.041,0,0,KHA
1494091,14,KHA,BINH_THUONG,7.616,55,2.956,0,0,KHA
1402010,14,KHA,LUOI,7.349,55,2.449,0,0,TRUNG_BINH_KHA
1409929,14,TRUNG_BINH,BINH_THUONG,6.35,52,2.255,31,0,TRUNG_BINH
1417848,14,GIOI,BINH_THUONG,8.05,55,3.303,0,0,GIOI
1425767,14,KHA,BINH_THUONG,7.389,54,2.83,0,0,KHA
1433686,14,KHA,LUOI,7.149,55,2.313,0,0,TRUNG_BINH
1523654,15,GIOI,BINH_THUONG,8.397,54,3.514,0,0,GIOI
1531573,15,KHA,CHAM,7.032,55,3.524,0,0,GIOI
1539492,15,GIOI,CHAM,8.103,55,4.0,0,0,XUAT_SAC
1547411,15,DROPOUT,BINH_THUONG,3.0,0,0.0,86,0,YEU
1555330,15,GIOI,BINH_THUONG,8.108,55,3.31,0,0,GIOI
1563249,15,DROPOUT,BINH_THUONG,3.0,0,0.0,83,0,YEU
1571168,15,KHA,BINH_THUONG,7.079,55,2.636,0,0,TRUNG_BINH_KHA
1579087,15,GIOI,CHAM,7.867,55,3.986,0,0,XUAT_SAC
1587006,15,KHA,LUOI,7.915,55,2.799,0,0,TRUNG_BINH_KHA
1594925,15,GIOI,CHAM,8.432,55,4.0,0,0,XUAT_SAC
1502844,15,KHA,HOAN_CANH_KHO_KHAN,7.245,54,2.389,0,0,TRUNG_BINH
1510763,15,KHA,BINH_THUONG,7.531,55,2.973,0,0,KHA
1518682,15,KHA,LUOI,7.578,54,2.663,4,0,TRUNG_BINH_KHA
1526601,15,KHA,BINH_THUONG,8.015,55,3.255,0,0,GIOI
1534520,15,KHA,BINH_THUONG,6.805,55,2.599,0,0,TRUNG_BINH_KHA
1542439,15,KHA,CHAM,7.203,55,3.663,0,0,XUAT_SAC
1550358,15,GIOI,BINH_THUONG,8.312,54,3.434,0,0,GIOI
1558277,15,GIOI,BINH_THUONG,8.371,54,3.476,0,0,GIOI
1566196,15,GIOI,BINH_THUONG,7.584,55,2.857,0,0,KHA
1574115,15,KHA,BINH_THUONG,7.467,55,2.857,0,0,KHA
1582034,15,GIOI,BINH_THUONG,8.569,55,3.585,0,0,GIOI
1589953,15,KHA,BINH_THUONG,6.989,55,2.626,0,0,TRUNG_BINH_KHA
1597872,15,KHA,CHAM,7.269,55,3.782,0,0,XUAT_SAC
1505791,15,KHA,BINH_THUONG,6.847,55,2.442,0,0,TRUNG_BINH_KHA
1513710,15,GIOI,HOAN_CANH_KHO_KHAN,8.125,55,2.925,0,0,KHA
1521629,15,KHA,BINH_THUONG,7.104,55,2.745,0,0,TRUNG_BINH_KHA
1529548,15,KHA,BINH_THUONG,7.418,55,2.844,0,0,KHA
1537467,15,KHA,BINH_THUONG,6.883,54,2.438,0,0,TRUNG_BINH_KHA
1545386,15,GIOI,CHAM,8.249,54,3.986,0,0,XUAT_SAC
1553305,15,GIOI,BINH_THUONG,7.901,55,3.272,0,0,GIOI
1561224,15,KHA,CHAM,6.976,54,3.573,0,0,GIOI
1569143,15,GIOI,CHAM,8.058,55,3.963,0,0,XUAT_SAC
1577062,15,KHA,LUOI,7.106,55,2.361,3,0,TRUNG_BINH
1584981,15,KHA,HOAN_CANH_KHO_KHAN,7.568,55,2.663,0,0,TRUNG_BINH_KHA
1592900,15,KHA,BINH_THUONG,7.48,55,2.997,0,0,KHA
1500819,15,TRUNG_BINH,CHAM,6.031,55,2.932,19,0,KHA
1508738,15,KHA,BINH_THUONG,7.348,54,2.826,0,0,KHA
1516657,15,KHA,HOAN_CANH_KHO_KHAN,7.19,55,2.357,3,0,TRUNG_BINH
1524576,15,KHA,CHAM,7.115,55,3.673,0,0,XUAT_SAC
1532495,15,KHA,CHAM,7.154,55,3.67,0,0,XUAT_SAC
1540414,15,GIOI,BINH_THUONG,7.965,55,3.184,0,0,KHA
1548333,15,KHA,HOAN_CANH_KHO_KHAN,6.8,55,2.197,5,0,TRUNG_BINH
1556252,15,GIOI,BINH_THUONG,8.303,55,3.35,0,0,GIOI
1564171,15,KHA,BINH_THUONG,6.929,55,2.527,0,0,TRUNG_BINH_KHA
1572090,15,GIOI,BINH_THUONG,8.474,55,3.463,0,0,GIOI
1580009,15,KHA,BINH_THUONG,7.409,55,2.759,0,0,TRUNG_BINH_KHA
1587928,15,GIOI,BINH_THUONG,8.532,54,3.642,0,0,XUAT_SAC
1595847,15,KHA,CHAM,7.702,55,3.966,0,0,XUAT_SAC
1503766,15,KHA,BINH_THUONG,7.617,55,2.922,0,0,KHA
1511685,15,DROPOUT,LUOI,3.0,0,0.0,83,0,YEU
1519604,15,GIOI,LUOI,8.114,55,2.925,0,0,KHA
1527523,15,KHA,BINH_THUONG,7.24,55,2.755,0,0,TRUNG_BINH_KHA
1535442,15,GIOI,CHAM,8.454,55,3.986,0,0,XUAT_SAC
1543361,15,TRUNG_BINH,BINH_THUONG,5.532,34,1.863,63,0,YEU
1551280,15,GIOI,CHAM,8.693,55,4.0,0,0,XUAT_SAC
1559199,15,GIOI,HOAN_CANH_KHO_KHAN,7.97,55,2.799,0,0,TRUNG_BINH_KHA
1567118,15,GIOI,HOAN_CANH_KHO_KHAN,8.51,55,3.218,0,0,GIOI
1575037,15,GIOI,BINH_THUONG,8.606,55,3.673,0,0,XUAT_SAC
1582956,15,KHA,HOAN_CANH_KHO_KHAN,7.159,55,2.252,0,0,TRUNG_BINH
1590875,15,KHA,CHAM,7.407,55,3.799,0,0,XUAT_SAC
1598794,15,KHA,BINH_THUONG,6.87,55,2.531,0,0,TRUNG_BINH_KHA
1506713,15,KHA,BINH_THUONG,7.469,55,2.891,0,0,KHA
1514632,15,KHA,CHAM,7.362,55,3.85,0,0,XUAT_SAC
1522551,15,KHA,BINH_THUONG,7.803,55,3.007,0,0,KHA
1530470,15,KHA,CHAM,6.937,55,3.527,0,0,GIOI
1538389,15,GIOI,CHAM,8.156,54,4.0,0,0,XUAT_SAC
1546308,15,GIOI,BINH_THUONG,8.251,55,3.459,0,0,GIOI
1554227,15,GIOI,BINH_THUONG,7.903,54,3.229,0,0,GIOI
1562146,15,KHA,BINH_THUONG,7.178,55,2.612,4,0,TRUNG_BINH_KHA
1570065,15,KHA,BINH_THUONG,7.79,55,3.122,0,0,KHA
1577984,15,KHA,BINH_THUONG,7.326,55,2.752,0,0,TRUNG_BINH_KHA
1585903,15,DROPOUT,CHAM,3.0,6,1.5,91,0,YEU
1593822,15,GIOI,BINH_THUONG,8.034,55,3.228,0,0,GIOI
1501741,15,GIOI,BINH_THUONG,8.199,55,3.316,0,0,GIOI
1509660,15,KHA,BINH_THUONG,7.494,55,3.085,0,0,KHA
1517579,15,KHA,BINH_THUONG,7.096,55,2.656,0,0,TRUNG_BINH_KHA
1525498,15,KHA,BINH_THUONG,7.639,55,2.963,0,0,KHA
1533417,15,KHA,BINH_THUONG,7.384,55,2.779,0,0,TRUNG_BINH_KHA
1541336,15,KHA,CHAM,6.948,55,3.605,0,0,XUAT_SAC
1549255,15,KHA,BINH_THUONG,7.715,55,3.065,0,0,KHA
1557174,15,KHA,BINH_THUONG,7.224,55,2.687,0,0,TRUNG_BINH_KHA
1565093,15,KHA,LUOI,7.308,54,2.479,3,0,TRUNG_BINH_KHA
1573012,15,KHA,HOAN_CANH_KHO_KHAN,7.334,55,2.374,4,0,TRUNG_BINH
1580931,15,GIOI,BINH_THUONG,8.471,55,3.571,0,0,GIOI
1588850,15,KHA,LUOI,7.421,55,2.384,4,0,TRUNG_BINH
1596769,15,GIOI,CHAM,8.324,54,4.0,0,0,XUAT_SAC
1504688,15,KHA,BINH_THUONG,7.659,55,2.99,0,0,KHA
1512607,15,KHA,BINH_THUONG,7.325,55,2.861,4,0,KHA
1520526,15,TRUNG_BINH,CHAM,4.582,49,1.921,20,0,YEU
1528445,15,KHA,BINH_THUONG,7.056,55,2.551,0,0,TRUNG_BINH_KHA
1536364,15,KHA,CHAM,6.927,55,3.565,0,0,GIOI
1544283,15,KHA,CHAM,7.383,55,3.844,0,0,XUAT_SAC
1552202,15,KHA,CHAM,7.309,55,3.83,0,0,XUAT_SAC
1560121,15,KHA,BINH_THUONG,7.358,55,2.776,0,0,TRUNG_BINH_KHA
1568040,15,GIOI,LUOI,8.221,55,2.905,0,0,KHA
1575959,15,KHA,CHAM,7.36,55,3.782,0,0,XUAT_SAC
1583878,15,GIOI,BINH_THUONG,8.309,54,3.41,0,0,GIOI
1591797,15,KHA,CHAM,7.077,55,3.694,0,0,XUAT_SAC
1599716,15,DROPOUT,HOAN_CANH_KHO_KHAN,3.0,0,0.0,83,0,YEU
1507635,15,GIOI,BINH_THUONG,8.122,54,3.267,0,0,GIOI
1515554,15,KHA,BINH_THUONG,7.183,55,2.582,0,0,TRUNG_BINH_KHA
1523473,15,KHA,BINH_THUONG,6.869,55,2.616,0,0,TRUNG_BINH_KHA
1531392,15,KHA,HOAN_CANH_KHO_KHAN,7.416,55,2.34,4,0,TRUNG_BINH
1539311,15,KHA,LUOI,7.364,54,2.448,3,0,TRUNG_BINH_KHA
1547230,15,GIOI,BINH_THUONG,8.052,54,3.302,0,0,GIOI
1555149,15,KHA,BINH_THUONG,7.416,55,2.939,0,0,KHA
1563068,15,TRUNG_BINH,BINH_THUONG,5.814,53,1.9,28,0,YEU
1570987,15,KHA,CHAM,7.153,55,3.595,0,0,GIOI
1578906,15,KHA,BINH_THUONG,7.309,55,2.81,0,0,KHA
1586825,15,GIOI,BINH_THUONG,7.904,54,3.135,0,0,KHA
1594744,15,GIOI,CHAM,8.262,55,4.0,0,0,XUAT_SAC
1502663,15,GIOI,BINH_THUONG,8.091,55,3.282,0,0,GIOI
1510582,15,KHA,LUOI,6.8,55,2.126,15,0,TRUNG_BINH
1518501,15,KHA,CHAM,6.883,54,3.566,0,0,GIOI
1526420,15,KHA,BINH_THUONG,7.274,55,2.595,0,0,TRUNG_BINH_KHA
1534339,15,TRUNG_BINH,BINH_THUONG,6.446,49,2.372,41,0,TRUNG_BINH
1542258,15,KHA,LUOI,7.129,55,2.228,0,0,TRUNG_BINH
1550177,15,KHA,BINH_THUONG,6.908,55,2.517,0,0,TRUNG_BINH_KHA
1558096,15,GIOI,LUOI,7.445,54,2.444,4,0,TRUNG_BINH_KHA
1566015,15,KHA,BINH_THUONG,7.362,54,2.785,0,0,TRUNG_BINH_KHA
1573934,15,KHA,BINH_THUONG,7.511,55,3.01,0,0,KHA
1581853,15,KHA,CHAM,7.147,55,3.786,0,0,XUAT_SAC
1589772,15,GIOI,BINH_THUONG,8.251,55,3.469,0,0,GIOI
1597691,15,KHA,CHAM,7.513,55,3.867,0,0,XUAT_SAC
1505610,15,KHA,CHAM,7.225,54,3.701,0,0,XUAT_SAC
1513529,15,GIOI,BINH_THUONG,8.224,55,3.432,0,0,GIOI
1521448,15,GIOI,LUOI,8.652,55,3.367,0,0,GIOI
1529367,15,GIOI,BINH_THUONG,8.365,55,3.449,0,0,GIOI
1537286,15,KHA,BINH_THUONG,7.79,55,3.041,0,0,KHA
1545205,15,KHA,LUOI,7.335,54,2.413,0,0,TRUNG_BINH_KHA
1553124,15,KHA,CHAM,7.985,55,3.969,0,0,XUAT_SAC
1561043,15,GIOI,CHAM,8.139,55,4.0,0,0,XUAT_SAC
1568962,15,KHA,CHAM,7.24,55,3.67,0,0,XUAT_SAC
1576881,15,KHA,BINH_THUONG,7.133,55,2.755,0,0,TRUNG_BINH_KHA
1584800,15,TRUNG_BINH,HOAN_CANH_KHO_KHAN,4.858,6,1.583,71,0,YEU
1592719,15,KHA,CHAM,7.151,55,3.68,0,0,XUAT_SAC
1500638,15,KHA,LUOI,7.163,55,2.446,0,0,TRUNG_BINH_KHA
1508557,15,KHA,HOAN_CANH_KHO_KHAN,7.82,55,2.82,0,0,KHA
1516476,15,KHA,BINH_THUONG,7.351,55,2.816,0,0,KHA
1524395,15,KHA,CHAM,7.63,55,3.895,0,0,XUAT_SAC
1532314,15,KHA,CHAM,7.538,55,3.854,0,0,XUAT_SAC
1540233,15,KHA,CHAM,7.047,55,3.565,0,0,GIOI
1548152,15,KHA,CHAM,7.379,55,3.759,0,0,XUAT_SAC
1556071,15,KHA,BINH_THUONG,7.243,54,2.726,0,0,TRUNG_BINH_KHA
1563990,15,TRUNG_BINH,BINH_THUONG,5.438,42,1.855,64,0,YEU
1571909,15,GIOI,CHAM,7.731,55,3.929,0,0,XUAT_SAC
1579828,15,KHA,BINH_THUONG,6.935,55,2.49,0,0,TRUNG_BINH_KHA
1587747,15,GIOI,BINH_THUONG,8.353,55,3.418,0,0,GIOI
1595666,15,KHA,CHAM,7.628,55,3.908,0,0,XUAT_SAC
1503585,15,GIOI,BINH_THUONG,8.798,55,3.68,0,0,XUAT_SAC
1511504,15,XUAT_SAC,LUOI,8.714,55,3.357,0,0,GIOI
1519423,15,GIOI,BINH_THUONG,8.111,55,3.371,0,0,GIOI
1527342,15,KHA,BINH_THUONG,7.103,55,2.575,0,0,TRUNG_BINH_KHA
1535261,15,KHA,BINH_THUONG,7.571,55,2.942,0,0,KHA
1543180,15,KHA,BINH_THUONG,7.338,55,2.864,0,0,KHA
1551099,15,KHA,CHAM,7.036,55,3.684,0,0,XUAT_SAC
1559018,15,KHA,CHAM,7.816,55,3.969,0,0,XUAT_SAC
1566937,15,GIOI,BINH_THUONG,7.789,55,3.071,0,0,KHA
1574856,15,GIOI,BINH_THUONG,8.306,55,3.347,0,0,GIOI
1582775,15,KHA,CHAM,7.496,55,3.83,0,0,XUAT_SAC
1590694,15,KHA,BINH_THUONG,7.389,55,2.776,0,0,TRUNG_BINH_KHA
1598613,15,KHA,LUOI,7.137,55,2.337,2,0,TRUNG_BINH
1506532,15,DROPOUT,CHAM,3.0,6,1.5,89,0,YEU
1514451,15,GIOI,LUOI,7.999,55,2.908,0,0,KHA
1522370,15,KHA,CHAM,7.168,55,3.65,0,0,XUAT_SAC
1530289,15,KHA,HOAN_CANH_KHO_KHAN,7.759,55,2.592,0,0,TRUNG_BINH_KHA
1538208,15,GIOI,BINH_THUONG,8.442,55,3.517,0,0,GIOI
1546127,15,KHA,HOAN_CANH_KHO_KHAN,7.464,55,2.493,3,0,TRUNG_BINH_KHA
1554046,15,GIOI,HOAN_CANH_KHO_KHAN,8.04,55,2.85,0,0,KHA
1561965,15,KHA,LUOI,7.691,55,2.537,0,0,TRUNG_BINH_KHA
1569884,15,TRUNG_BINH,HOAN_CANH_KHO_KHAN,6.1,49,1.864,32,0,YEU
1577803,15,KHA,BINH_THUONG,7.089,55,2.592,0,0,TRUNG_BINH_KHA
1585722,15,KHA,CHAM,6.8,55,3.347,0,0,GIOI
1593641,15,KHA,CHAM,7.09,55,3.585,0,0,GIOI
1501560,15,DROPOUT,LUOI,3.0,0,0.0,86,0,YEU
1509479,15,KHA,CHAM,7.072,55,3.585,0,0,GIOI
1517398,15,KHA,BINH_THUONG,7.12,55,2.66,0,0,TRUNG_BINH_KHA
1525317,15,KHA,BINH_THUONG,6.8,55,2.384,0,0,TRUNG_BINH
1533236,15,GIOI,BINH_THUONG,8.374,55,3.429,0,0,GIOI
1541155,15,KHA,CHAM,7.289,54,3.757,0,0,XUAT_SAC
1549074,15,KHA,BINH_THUONG,6.8,55,2.452,1,0,TRUNG_BINH_KHA
1556993,15,KHA,BINH_THUONG,7.291,55,2.793,0,0,TRUNG_BINH_KHA
1564912,15,DROPOUT,CHAM,3.0,4,1.5,87,0,YEU
1572831,15,KHA,BINH_THUONG,7.303,55,2.776,0,0,TRUNG_BINH_KHA
1580750,15,TRUNG_BINH,HOAN_CANH_KHO_KHAN,5.715,30,1.733,65,0,YEU
1588669,15,KHA,LUOI,7.334,55,2.534,0,0,TRUNG_BINH_KHA
1596588,15,KHA,BINH_THUONG,7.216,55,2.701,0,0,TRUNG_BINH_KHA
1504507,15,KHA,CHAM,7.166,55,3.714,0,0,XUAT_SAC
1512426,15,KHA,BINH_THUONG,7.424,54,2.809,0,0,KHA
1520345,15,KHA,CHAM,7.216,55,3.67,0,0,XUAT_SAC
1528264,15,KHA,BINH_THUONG,6.8,54,2.49,0,0,TRUNG_BINH_KHA
1536183,15,GIOI,CHAM,8.243,55,3.993,0,0,XUAT_SAC
1544102,15,GIOI,BINH_THUONG,8.523,55,3.582,0,0,GIOI
1552021,15,GIOI,BINH_THUONG,8.494,55,3.636,0,0,XUAT_SAC
1559940,15,KHA,CHAM,7.007,55,3.595,0,0,GIOI
1567859,15,KHA,BINH_THUONG,7.604,55,3.058,0,0,KHA
1575778,15,KHA,BINH_THUONG,7.528,54,2.906,0,0,KHA
1583697,15,KHA,BINH_THUONG,7.577,55,2.925,0,0,KHA
1591616,15,GIOI,CHAM,8.88,55,4.0,0,0,XUAT_SAC
1599535,15,KHA,BINH_THUONG,7.353,55,2.864,0,0,KHA
1507454,15,TRUNG_BINH,LUOI,5.225,12,1.543,83,0,YEU
1515373,15,KHA,BINH_THUONG,7.305,55,2.735,0,0,TRUNG_BINH_KHA
1523292,15,KHA,CHAM,7.229,55,3.741,0,0,XUAT_SAC
1531211,15,DROPOUT,LUOI,3.0,0,0.0,83,0,YEU
1539130,15,KHA,LUOI,7.396,55,2.5,2,0,TRUNG_BINH_KHA
1547049,15,GIOI,HOAN_CANH_KHO_KHAN,8.035,55,2.816,0,0,KHA
1554968,15,KHA,CHAM,6.8,55,3.354,0,0,GIOI
1562887,15,GIOI,CHAM,7.948,55,3.973,0,0,XUAT_SAC
1570806,15,GIOI,BINH_THUONG,8.367,55,3.517,0,0,GIOI
1578725,15,DROPOUT,BINH_THUONG,3.0,0,0.0,86,0,YEU
1586644,15,GIOI,BINH_THUONG,7.992,55,3.241,0,0,GIOI
1594563,15,KHA,BINH_THUONG,7.461,54,2.965,0,0,KHA
1502482,15,GIOI,BINH_THUONG,8.101,55,3.293,0,0,GIOI
1510401,15,KHA,LUOI,7.207,54,2.413,0,0,TRUNG_BINH_KHA
1518320,15,GIOI,BINH_THUONG,7.943,55,3.252,0,0,GIOI
1526239,15,GIOI,CHAM,8.643,55,4.0,0,0,XUAT_SAC
1534158,15,KHA,BINH_THUONG,7.443,55,2.901,0,0,KHA
1542077,15,KHA,HOAN_CANH_KHO_KHAN,7.164,55,2.248,0,0,TRUNG_BINH
1549996,15,GIOI,BINH_THUONG,7.891,55,3.167,0,0,KHA
1557915,15,KHA,BINH_THUONG,7.363,55,2.799,0,0,TRUNG_BINH_KHA
1565834,15,GIOI,HOAN_CANH_KHO_KHAN,7.532,55,2.622,0,0,TRUNG_BINH_KHA
1573753,15,KHA,BINH_THUONG,6.956,55,2.609,0,0,TRUNG_BINH_KHA
1581672,15,GIOI,BINH_THUONG,8.257,55,3.35,0,0,GIOI
1589591,15,KHA,BINH_THUONG,7.353,55,2.833,0,0,KHA
1597510,15,KHA,CHAM,7.844,55,3.969,0,0,XUAT_SAC
1505429,15,GIOI,BINH_THUONG,8.301,55,3.463,0,0,GIOI
1513348,15,KHA,LUOI,7.643,55,2.66,0,0,TRUNG_BINH_KHA
1521267,15,TRUNG_BINH,BINH_THUONG,5.265,32,1.768,71,0,YEU
1529186,15,KHA,LUOI,7.199,55,2.384,3,0,TRUNG_BINH
1537105,15,KHA,BINH_THUONG,7.055,54,2.615,0,0,TRUNG_BINH_KHA
1545024,15,KHA,LUOI,7.319,55,2.541,4,0,TRUNG_BINH_KHA
